city,location,time,weather,crime_type,cctv,police,traffic,speed,temp,rainfall,accidents,complaints,severity
Bangalore,Koramangala,Morning,foggy,Burglary,1,4,3,65,26,57,2,4,4.86
Bangalore,Koramangala,Midnight,stormy,Mobile Theft,9,2,5,60,42,58,3,3,6.37
Delhi,Pitampura,Morning,foggy,Assault,5,4,1,33,39,216,4,3,5.51
Hyderabad,Dilsukhnagar,Afternoon,sunny,Chain Snatching,7,1,9,18,39,68,7,9,7.67
Mumbai,Goregaon,Afternoon,stormy,Fraud,5,3,4,72,18,243,8,7,6.38
Pune,Aundh,Evening,rainy,Robbery,1,3,5,75,36,102,2,8,8.03
Mumbai,Goregaon,Midnight,sunny,Mobile Theft,3,4,3,17,43,4,2,3,5.74
Kolkata,New Town,Evening,stormy,Pickpocketing,0,4,2,21,26,298,6,1,4.71
Ahmedabad,Bopal,Afternoon,stormy,Chain Snatching,6,4,7,33,32,263,8,0,5.94
Mumbai,Mulund,Evening,foggy,Pickpocketing,7,1,5,77,17,240,0,9,7.09
Chennai,Mylapore,Midnight,sunny,Theft,9,0,3,6,36,221,0,3,5.97
Mumbai,Kurla,Midnight,rainy,Chain Snatching,1,0,2,66,15,228,1,7,8.06
Kolkata,Ultadanga,Morning,rainy,Burglary,9,2,6,24,37,31,5,4,5.83
Pune,Kothrud,Night,sunny,Theft,4,1,6,60,32,23,2,1,5.35
Mumbai,Malad,Morning,sunny,Burglary,7,3,3,56,38,186,7,3,4.91
Chennai,Mylapore,Midnight,cloudy,Carjacking,7,2,9,29,35,127,4,3,7.45
Delhi,Lajpat Nagar,Afternoon,foggy,Robbery,4,3,1,66,37,111,2,9,7.32
Ahmedabad,Satellite,Afternoon,sunny,Eve Teasing,7,3,3,21,22,293,7,4,5.39
Kolkata,Dum Dum,Morning,sunny,Pickpocketing,5,4,1,43,33,148,7,1,3.02
Delhi,Rohini,Midnight,cloudy,Eve Teasing,4,3,7,14,36,150,1,6,7.41
Delhi,Karol Bagh,Afternoon,cloudy,Chain Snatching,3,3,2,63,42,173,4,4,5.59
Delhi,Connaught Place,Midnight,stormy,Fraud,4,1,4,29,39,196,2,3,6.66
Bangalore,Rajajinagar,Afternoon,rainy,Fraud,3,4,4,32,18,254,6,7,6.17
Ahmedabad,Ghatlodia,Midnight,foggy,Cyber Crime,0,4,8,65,40,167,1,1,5.83
Pune,Pimpri,Evening,stormy,Pickpocketing,2,2,4,62,37,81,8,0,5.35
Hyderabad,Kukatpally,Midnight,sunny,Theft,7,4,3,48,30,69,1,5,5.07
Ahmedabad,Isanpur,Midnight,cloudy,Pickpocketing,6,0,3,27,31,12,1,9,6.81
Bangalore,Yeshwanthpur,Morning,rainy,Carjacking,6,1,5,21,42,118,5,9,7.68
Hyderabad,Miyapur,Evening,stormy,Cyber Crime,2,2,6,42,37,211,2,7,6.89
Ahmedabad,Chandkheda,Night,rainy,Carjacking,8,0,7,34,23,101,2,6,7.49
Delhi,Lajpat Nagar,Morning,cloudy,Eve Teasing,5,3,5,23,40,276,9,8,6.48
Kolkata,Dum Dum,Night,stormy,Chain Snatching,7,0,7,36,22,195,1,0,6.75
Hyderabad,Madhapur,Afternoon,stormy,Carjacking,7,2,4,24,34,76,4,2,5.27
Chennai,T.Nagar,Night,rainy,Robbery,2,4,5,68,33,204,4,8,8.17
Chennai,Adyar,Midnight,cloudy,Theft,3,1,6,40,21,228,6,4,7.95
Mumbai,Dadar,Night,sunny,Theft,5,2,9,69,43,188,7,5,7.24
Hyderabad,Banjara Hills,Morning,stormy,Carjacking,1,0,6,47,26,98,7,6,7.8
Kolkata,Ultadanga,Morning,sunny,Vandalism,6,0,1,30,15,217,2,2,3.22
Pune,Koregaon Park,Night,cloudy,Fraud,1,2,7,11,38,193,5,6,7.47
Bangalore,Yeshwanthpur,Morning,stormy,Vandalism,4,2,3,38,44,42,4,2,4.47
Delhi,Connaught Place,Morning,stormy,Chain Snatching,3,2,6,40,42,123,3,5,6.05
Mumbai,Bandra,Night,sunny,Chain Snatching,8,4,2,10,31,19,9,7,6.84
Chennai,Anna Nagar,Evening,foggy,Burglary,1,2,7,41,37,167,5,6,7.33
Bangalore,Marathahalli,Evening,sunny,Cyber Crime,6,3,1,66,20,45,3,4,4.41
Bangalore,BTM Layout,Afternoon,sunny,Chain Snatching,6,1,2,77,40,222,7,5,6.13
Delhi,Connaught Place,Morning,foggy,Burglary,6,1,9,64,38,78,8,3,7.02
Pune,Hadapsar,Night,cloudy,Theft,0,3,9,68,36,169,0,1,6.61
Pune,Kothrud,Morning,cloudy,Robbery,7,0,7,54,19,245,0,6,7.23
Hyderabad,Mehdipatnam,Midnight,stormy,Assault,1,0,2,56,39,270,3,3,8.41
Chennai,Nungambakkam,Morning,rainy,Fraud,4,0,5,21,34,98,5,5,5.42
Pune,Kothrud,Morning,rainy,Burglary,1,0,4,64,21,140,7,9,7.29
Kolkata,Salt Lake,Evening,stormy,Cyber Crime,4,4,2,58,36,108,0,1,3.49
Pune,Chinchwad,Night,rainy,Cyber Crime,6,3,2,14,40,136,2,1,3.99
Bangalore,Yeshwanthpur,Morning,sunny,Mobile Theft,5,1,8,29,36,120,3,5,5.68
Delhi,Dwarka,Evening,sunny,Eve Teasing,4,3,5,22,41,98,9,7,7.34
Kolkata,Behala,Afternoon,foggy,Cyber Crime,3,1,8,68,26,65,1,0,4.57
Hyderabad,Abids,Evening,foggy,Robbery,7,0,2,63,19,143,8,9,8.09
Chennai,Porur,Evening,stormy,Pickpocketing,7,4,2,31,16,109,2,6,5.31
Hyderabad,Miyapur,Evening,stormy,Eve Teasing,0,2,3,62,18,129,3,5,5.93
Bangalore,Yeshwanthpur,Morning,stormy,Robbery,9,2,8,65,31,256,3,4,6.72
Kolkata,Ultadanga,Morning,sunny,Eve Teasing,1,0,8,75,39,209,0,9,7.41
Kolkata,Gariahat,Afternoon,rainy,Carjacking,2,0,3,47,39,245,4,7,8.43
Kolkata,New Town,Midnight,stormy,Eve Teasing,0,3,1,15,22,153,4,0,6.41
Bangalore,Yeshwanthpur,Midnight,stormy,Burglary,2,4,7,9,34,132,1,4,8.31
Bangalore,Hebbal,Midnight,sunny,Robbery,9,4,4,62,19,20,0,5,6.71
Hyderabad,Kukatpally,Afternoon,sunny,Pickpocketing,7,3,3,43,31,34,4,3,4.06
Mumbai,Goregaon,Midnight,sunny,Chain Snatching,3,4,5,52,34,223,4,9,8.05
Hyderabad,Miyapur,Midnight,rainy,Eve Teasing,6,4,6,24,18,123,6,9,8.35
Chennai,Velachery,Evening,stormy,Cyber Crime,6,2,1,23,35,239,9,1,5.44
Delhi,Vasant Kunj,Morning,cloudy,Pickpocketing,4,4,9,64,32,299,9,7,6.6
Kolkata,Gariahat,Morning,cloudy,Robbery,0,0,6,30,32,3,1,4,6.56
Mumbai,Mulund,Evening,stormy,Pickpocketing,9,2,3,29,42,122,7,9,6.93
Delhi,Lajpat Nagar,Evening,stormy,Assault,3,0,1,19,32,41,4,5,7.33
Mumbai,Kurla,Evening,stormy,Assault,6,0,9,25,30,168,4,8,9.07
Pune,Baner,Morning,stormy,Eve Teasing,4,3,2,51,25,279,8,1,5.52
Pune,Shivajinagar,Midnight,rainy,Eve Teasing,1,4,6,39,22,224,1,4,7.08
Ahmedabad,Maninagar,Evening,cloudy,Eve Teasing,7,4,6,48,43,184,9,0,5.61
Pune,Koregaon Park,Afternoon,foggy,Fraud,1,4,3,10,26,10,1,2,3.66
Hyderabad,LB Nagar,Evening,cloudy,Cyber Crime,7,4,6,79,32,172,4,5,5.04
Pune,Viman Nagar,Night,cloudy,Carjacking,1,2,2,27,36,95,0,7,7.75
Bangalore,Rajajinagar,Evening,sunny,Pickpocketing,4,1,8,43,32,277,4,4,6.27
Kolkata,Gariahat,Morning,stormy,Vandalism,3,0,1,77,43,138,4,3,5.26
Hyderabad,Jubilee Hills,Evening,stormy,Theft,0,1,6,22,22,165,7,4,8.21
Delhi,Dwarka,Night,stormy,Eve Teasing,7,1,1,44,30,186,5,3,7.06
Ahmedabad,Satellite,Afternoon,sunny,Burglary,9,1,9,40,44,85,5,1,5.48
Ahmedabad,Nikol,Midnight,rainy,Assault,2,2,9,32,31,230,4,0,8.09
Ahmedabad,Bopal,Evening,rainy,Assault,3,1,6,68,16,137,4,7,7.84
Delhi,Connaught Place,Night,foggy,Chain Snatching,3,2,6,62,44,18,7,0,6.61
Delhi,Karol Bagh,Night,rainy,Theft,4,3,9,42,35,155,0,1,6.44
Delhi,Karol Bagh,Afternoon,rainy,Pickpocketing,2,3,5,48,36,94,8,4,5.6
Delhi,Dwarka,Morning,stormy,Robbery,8,3,9,6,29,16,5,7,8.04
Ahmedabad,Maninagar,Evening,cloudy,Cyber Crime,3,2,5,77,39,279,8,9,7.92
Ahmedabad,Navrangpura,Night,rainy,Theft,9,2,4,39,36,260,1,2,6.09
Mumbai,Bandra,Afternoon,rainy,Carjacking,3,0,2,5,38,159,2,8,8.22
Hyderabad,Abids,Midnight,sunny,Mobile Theft,5,1,2,50,42,80,0,5,6.13
Kolkata,Park Street,Night,foggy,Eve Teasing,7,4,1,64,21,184,4,2,5.45
Pune,Pimpri,Afternoon,sunny,Burglary,6,4,3,67,15,212,1,9,6.3
Pune,Baner,Morning,stormy,Pickpocketing,3,1,1,49,16,166,0,6,4.91
Bangalore,Indiranagar,Morning,cloudy,Pickpocketing,3,4,6,61,18,205,8,6,5.8
Ahmedabad,Satellite,Night,foggy,Eve Teasing,4,4,7,41,30,260,8,6,7.8
Bangalore,Hebbal,Night,sunny,Carjacking,9,4,9,11,26,273,5,3,6.88
Hyderabad,Kukatpally,Evening,rainy,Eve Teasing,4,2,7,20,31,235,7,5,7.57
Hyderabad,Madhapur,Afternoon,rainy,Eve Teasing,0,2,4,54,38,242,8,2,5.97
Bangalore,Rajajinagar,Night,foggy,Cyber Crime,7,2,4,18,18,219,4,3,6.02
Ahmedabad,Isanpur,Evening,rainy,Mobile Theft,9,1,8,10,30,69,1,2,5.39
Bangalore,Whitefield,Evening,sunny,Theft,4,3,4,65,21,212,3,2,5.14
Pune,Wakad,Night,sunny,Burglary,2,4,1,25,37,286,2,0,5.78
Mumbai,Chembur,Morning,rainy,Cyber Crime,2,0,9,14,22,225,9,4,6.47
Pune,Wakad,Afternoon,rainy,Pickpocketing,3,2,3,36,39,268,6,2,4.73
Chennai,Anna Nagar,Afternoon,stormy,Chain Snatching,6,0,1,10,23,278,9,0,5.38
Ahmedabad,Ghatlodia,Morning,cloudy,Eve Teasing,4,4,9,6,28,248,9,8,7.22
Ahmedabad,Ghatlodia,Night,foggy,Fraud,0,3,5,43,37,195,9,3,7.39
Kolkata,Behala,Afternoon,sunny,Robbery,4,0,9,53,23,29,7,8,8.38
Delhi,Nehru Place,Night,foggy,Mobile Theft,4,4,3,31,29,130,4,1,4.24
Chennai,T.Nagar,Night,stormy,Eve Teasing,5,4,6,60,35,11,1,1,5.7
Hyderabad,Dilsukhnagar,Evening,sunny,Eve Teasing,6,2,7,18,40,15,8,3,6.98
Ahmedabad,Satellite,Morning,stormy,Cyber Crime,4,3,5,27,18,116,0,3,3.48
Bangalore,BTM Layout,Night,stormy,Pickpocketing,1,4,8,55,17,148,4,4,6.95
Chennai,Velachery,Midnight,rainy,Assault,1,3,6,29,36,108,2,0,7.48
Kolkata,Behala,Morning,foggy,Vandalism,3,2,6,57,24,235,7,4,5.49
Hyderabad,Kukatpally,Afternoon,foggy,Robbery,0,0,7,15,41,4,7,9,9.81
Delhi,Rohini,Evening,rainy,Assault,6,1,8,39,39,179,0,1,5.86
Delhi,Karol Bagh,Afternoon,foggy,Theft,0,1,2,59,18,0,3,4,5.9
Kolkata,Behala,Afternoon,rainy,Fraud,2,1,7,62,44,7,9,9,7.85
Kolkata,Howrah,Morning,sunny,Vandalism,9,3,9,72,32,143,7,9,5.5
Bangalore,Jayanagar,Afternoon,stormy,Cyber Crime,6,1,1,41,25,142,8,5,5.19
Ahmedabad,Satellite,Night,stormy,Robbery,5,0,1,13,33,274,8,2,8.78
Delhi,Dwarka,Afternoon,foggy,Assault,6,4,7,32,33,152,1,3,5.38
Hyderabad,Abids,Evening,cloudy,Cyber Crime,4,3,5,59,32,286,8,4,5.38
Chennai,Guindy,Evening,stormy,Burglary,7,0,1,50,27,129,7,5,6.73
Hyderabad,Secunderabad,Midnight,rainy,Burglary,5,3,1,74,39,120,8,8,8.27
Mumbai,Andheri,Evening,cloudy,Carjacking,3,3,2,31,18,58,8,8,7.44
Mumbai,Andheri,Afternoon,cloudy,Cyber Crime,0,3,9,14,17,216,2,5,5.66
Kolkata,Tollygunge,Evening,stormy,Eve Teasing,1,2,3,27,30,30,4,0,5.73
Bangalore,Whitefield,Morning,stormy,Fraud,5,4,9,25,28,243,2,5,6.01
Mumbai,Kurla,Evening,stormy,Vandalism,3,1,6,49,24,139,5,9,7.85
Delhi,Connaught Place,Night,rainy,Mobile Theft,2,2,6,7,20,212,9,2,7.59
Hyderabad,Mehdipatnam,Morning,cloudy,Robbery,6,4,7,63,22,28,4,4,5.3
Hyderabad,Banjara Hills,Midnight,foggy,Burglary,6,1,8,47,41,163,1,4,8.8
Kolkata,Behala,Night,rainy,Fraud,1,2,3,11,38,103,2,9,7.25
Ahmedabad,Chandkheda,Afternoon,sunny,Vandalism,7,2,8,31,30,62,6,3,4.72
Ahmedabad,Satellite,Afternoon,stormy,Carjacking,0,0,6,66,24,14,9,2,7.95
Chennai,Chrompet,Afternoon,cloudy,Burglary,9,2,6,46,36,285,9,0,5.79
Kolkata,Gariahat,Night,rainy,Pickpocketing,6,3,3,8,35,178,4,6,6.54
Pune,Koregaon Park,Night,sunny,Burglary,9,2,6,66,41,10,2,7,7.41
Chennai,Velachery,Night,rainy,Chain Snatching,0,3,8,12,21,12,3,4,7.54
Pune,Wakad,Morning,rainy,Pickpocketing,2,4,7,21,33,214,5,7,6.52
Ahmedabad,Ghatlodia,Morning,foggy,Fraud,2,4,7,9,42,225,7,3,6.3
Kolkata,Park Street,Afternoon,foggy,Cyber Crime,9,3,3,67,40,62,6,7,4.95
Pune,Koregaon Park,Evening,rainy,Carjacking,1,0,3,13,32,254,2,2,6.64
Kolkata,Gariahat,Afternoon,sunny,Assault,9,0,5,12,27,129,1,7,6.22
Kolkata,Ultadanga,Midnight,cloudy,Theft,4,4,5,11,22,262,2,5,7.34
Ahmedabad,Navrangpura,Morning,cloudy,Eve Teasing,3,2,9,41,41,170,4,8,7.61
Chennai,Anna Nagar,Night,stormy,Eve Teasing,5,4,9,59,42,189,6,4,8.29
Chennai,Porur,Morning,stormy,Burglary,1,4,5,71,28,283,7,0,5.48
Kolkata,Tollygunge,Night,cloudy,Robbery,3,3,5,12,23,24,5,7,8.25
Mumbai,Bandra,Midnight,rainy,Pickpocketing,6,0,6,73,26,159,1,2,6.71
Bangalore,Yeshwanthpur,Midnight,rainy,Chain Snatching,0,3,8,9,20,216,1,4,8.29
Ahmedabad,Vastrapur,Morning,foggy,Burglary,2,4,6,21,34,175,9,1,6.11
Bangalore,BTM Layout,Night,foggy,Carjacking,0,1,6,62,36,220,4,6,8.71
Bangalore,Marathahalli,Midnight,stormy,Theft,1,2,9,67,42,279,4,4,8.66
Chennai,Adyar,Afternoon,cloudy,Assault,8,4,1,31,37,80,0,6,4.36
Chennai,Guindy,Afternoon,rainy,Theft,9,3,4,72,26,124,0,6,4.49
Mumbai,Mulund,Night,cloudy,Chain Snatching,4,1,2,32,38,169,8,4,6.82
Bangalore,Yeshwanthpur,Morning,sunny,Theft,3,1,9,62,33,69,6,4,6.19
Bangalore,Whitefield,Midnight,cloudy,Cyber Crime,3,4,3,54,26,77,7,8,6.14
Kolkata,Park Street,Morning,sunny,Cyber Crime,7,0,2,71,36,89,4,2,3.7
Chennai,Anna Nagar,Afternoon,foggy,Mobile Theft,2,1,8,35,44,110,2,7,6.66
Bangalore,Koramangala,Midnight,foggy,Theft,3,2,4,16,40,163,2,0,6.69
Hyderabad,Kukatpally,Morning,stormy,Fraud,1,3,2,59,36,127,2,3,4.28
Mumbai,Chembur,Evening,cloudy,Carjacking,5,3,4,8,40,154,0,1,5.34
Pune,Kothrud,Night,cloudy,Carjacking,8,3,7,46,21,193,2,2,6.33
Hyderabad,Secunderabad,Night,sunny,Cyber Crime,3,4,7,58,29,172,1,5,6.34
Hyderabad,Mehdipatnam,Evening,foggy,Vandalism,5,3,1,26,30,299,7,3,5.2
Pune,Chinchwad,Afternoon,sunny,Cyber Crime,3,3,1,5,44,20,9,0,3.82
Ahmedabad,Ghatlodia,Midnight,foggy,Burglary,1,2,3,52,18,108,9,4,7.87
Ahmedabad,Vastrapur,Night,sunny,Robbery,5,0,2,47,20,128,5,2,6.51
Mumbai,Borivali,Evening,foggy,Vandalism,6,4,3,24,30,279,4,1,4.94
Hyderabad,Miyapur,Evening,sunny,Carjacking,3,4,4,22,29,26,0,3,5.65
Bangalore,Marathahalli,Afternoon,foggy,Eve Teasing,6,3,7,74,16,91,1,3,5.7
Chennai,Chrompet,Afternoon,sunny,Burglary,7,2,2,53,38,294,1,2,4.98
Mumbai,Malad,Morning,cloudy,Cyber Crime,2,1,7,21,17,54,6,4,4.89
Kolkata,Park Street,Night,stormy,Chain Snatching,1,3,5,57,29,195,6,4,8.0
Pune,Wakad,Morning,sunny,Fraud,4,3,8,26,39,220,5,7,5.61
Hyderabad,Abids,Evening,stormy,Assault,1,4,8,14,22,155,7,9,10.0
Mumbai,Borivali,Midnight,cloudy,Eve Teasing,9,4,5,28,26,100,3,6,6.25
Delhi,Pitampura,Midnight,cloudy,Carjacking,4,3,8,16,36,235,8,8,9.89
Delhi,Connaught Place,Afternoon,foggy,Mobile Theft,9,4,9,8,40,284,7,6,6.53
Ahmedabad,Vastrapur,Midnight,stormy,Burglary,5,2,7,46,16,68,2,1,6.55
Pune,Pimpri,Midnight,rainy,Carjacking,7,1,6,9,29,266,2,2,8.22
Chennai,T.Nagar,Midnight,foggy,Pickpocketing,5,1,7,30,22,137,8,5,7.97
Bangalore,Koramangala,Evening,stormy,Vandalism,3,1,7,63,41,247,8,0,6.13
Chennai,Velachery,Midnight,sunny,Assault,2,3,3,66,36,102,4,7,8.24
Chennai,Adyar,Midnight,sunny,Assault,1,3,6,9,25,107,9,6,9.31
Chennai,Chrompet,Midnight,cloudy,Robbery,0,3,6,30,31,199,0,5,7.87
Pune,Hadapsar,Morning,rainy,Pickpocketing,1,2,9,10,36,214,2,4,5.87
Chennai,T.Nagar,Evening,sunny,Theft,1,1,1,28,43,154,4,9,6.71
Kolkata,New Town,Afternoon,stormy,Cyber Crime,4,4,7,57,35,86,3,4,5.28
Pune,Kothrud,Morning,stormy,Pickpocketing,8,4,1,11,36,208,3,7,5.75
Kolkata,New Town,Night,sunny,Assault,0,0,4,14,43,177,0,7,7.94
Pune,Wakad,Evening,stormy,Eve Teasing,3,0,7,43,15,73,5,2,6.27
Ahmedabad,Navrangpura,Evening,stormy,Cyber Crime,9,4,6,32,34,257,9,8,7.4
Mumbai,Andheri,Night,cloudy,Cyber Crime,6,1,6,46,37,272,3,2,5.55
Delhi,Pitampura,Night,rainy,Mobile Theft,9,3,5,66,43,23,0,9,6.92
Chennai,Chrompet,Night,cloudy,Robbery,2,4,7,56,29,70,9,7,8.71
Ahmedabad,Nikol,Afternoon,rainy,Chain Snatching,7,4,9,26,35,82,5,6,6.38
Mumbai,Kurla,Midnight,stormy,Eve Teasing,2,0,6,61,36,291,4,8,10.0
Delhi,Saket,Evening,rainy,Burglary,7,1,7,15,16,9,4,8,7.82
Hyderabad,Secunderabad,Midnight,stormy,Theft,1,4,9,18,38,42,1,0,6.23
Bangalore,HSR Layout,Midnight,stormy,Vandalism,4,3,7,35,24,50,0,0,5.58
Kolkata,Dum Dum,Night,cloudy,Chain Snatching,3,3,6,8,34,206,6,2,7.06
Hyderabad,Secunderabad,Afternoon,cloudy,Eve Teasing,8,2,3,26,20,106,4,6,6.04
Pune,Wakad,Morning,foggy,Burglary,2,3,1,68,17,258,2,2,4.73
Delhi,Saket,Afternoon,sunny,Carjacking,4,4,9,65,39,193,5,2,6.36
Hyderabad,LB Nagar,Midnight,foggy,Fraud,9,4,7,10,27,234,2,3,6.71
Bangalore,BTM Layout,Afternoon,foggy,Theft,8,3,3,72,38,162,5,7,6.28
Ahmedabad,Vastrapur,Night,rainy,Vandalism,5,0,9,10,44,68,5,0,7.12
Delhi,Pitampura,Morning,stormy,Robbery,1,1,3,70,29,291,8,3,7.83
Hyderabad,LB Nagar,Night,stormy,Pickpocketing,0,4,3,40,20,256,7,3,6.7
Kolkata,Salt Lake,Morning,stormy,Fraud,0,3,7,19,23,184,0,7,6.92
Kolkata,Barasat,Midnight,sunny,Theft,6,3,2,44,24,254,6,6,5.97
Mumbai,Malad,Morning,rainy,Chain Snatching,1,4,7,45,23,115,8,3,6.12
Hyderabad,Kukatpally,Morning,rainy,Carjacking,6,2,7,11,32,13,1,7,7.1
Chennai,Velachery,Morning,stormy,Cyber Crime,0,1,1,26,23,214,8,2,5.65
Hyderabad,Madhapur,Afternoon,foggy,Mobile Theft,3,4,2,76,38,92,5,9,6.21
Ahmedabad,Vastrapur,Afternoon,sunny,Robbery,9,3,5,15,32,233,2,6,6.85
Delhi,Saket,Midnight,foggy,Assault,3,2,4,6,23,179,7,8,10.0
Delhi,Dwarka,Morning,cloudy,Eve Teasing,4,4,3,34,19,53,6,5,4.72
Ahmedabad,Bopal,Evening,rainy,Eve Teasing,9,1,8,72,27,29,7,3,6.57
Hyderabad,LB Nagar,Midnight,rainy,Robbery,0,2,7,57,26,11,7,3,8.04
Ahmedabad,Ghatlodia,Morning,foggy,Assault,6,3,9,25,23,110,6,0,4.99
Bangalore,Hebbal,Morning,sunny,Mobile Theft,1,0,3,29,33,111,0,5,4.37
Pune,Chinchwad,Afternoon,rainy,Cyber Crime,1,1,1,77,34,168,9,2,5.17
Ahmedabad,Nikol,Midnight,foggy,Eve Teasing,7,2,9,76,15,103,9,2,7.75
Kolkata,Gariahat,Morning,sunny,Theft,8,4,9,9,25,10,9,0,5.17
Ahmedabad,Bopal,Morning,foggy,Robbery,5,4,1,70,19,271,7,6,6.31
Delhi,Saket,Midnight,sunny,Mobile Theft,0,2,8,53,21,13,4,8,8.27
Kolkata,Gariahat,Evening,stormy,Robbery,0,4,1,12,27,174,1,2,5.92
Delhi,Janakpuri,Midnight,sunny,Chain Snatching,6,2,6,31,37,157,1,6,7.24
Mumbai,Chembur,Midnight,cloudy,Assault,7,1,9,6,20,109,1,8,9.35
Chennai,Anna Nagar,Evening,stormy,Chain Snatching,2,4,3,32,27,151,8,2,6.26
Delhi,Nehru Place,Midnight,foggy,Assault,8,1,6,15,20,233,4,8,9.54
Kolkata,Salt Lake,Morning,stormy,Chain Snatching,3,3,3,50,29,140,2,1,3.51
Mumbai,Chembur,Midnight,stormy,Robbery,3,3,5,25,22,118,5,2,7.45
Delhi,Janakpuri,Evening,foggy,Pickpocketing,2,3,7,46,25,8,8,3,6.52
Bangalore,Rajajinagar,Night,foggy,Pickpocketing,7,3,4,36,24,176,8,6,6.89
Ahmedabad,Bopal,Midnight,cloudy,Pickpocketing,8,4,4,36,23,48,8,8,6.8
Chennai,Chrompet,Afternoon,foggy,Robbery,0,2,7,75,18,297,9,0,7.03
Delhi,Rohini,Morning,rainy,Eve Teasing,1,4,5,26,28,148,3,8,5.99
Mumbai,Andheri,Morning,rainy,Mobile Theft,0,4,1,25,18,156,4,9,6.46
Bangalore,Indiranagar,Afternoon,cloudy,Carjacking,3,1,2,26,38,91,0,4,5.12
Hyderabad,Abids,Afternoon,sunny,Cyber Crime,9,2,6,38,29,151,9,3,4.64
Mumbai,Goregaon,Midnight,sunny,Vandalism,6,0,9,14,35,169,5,5,8.59
Ahmedabad,Nikol,Afternoon,rainy,Carjacking,6,0,7,69,24,83,1,9,7.61
Mumbai,Chembur,Night,foggy,Pickpocketing,5,2,4,69,28,47,6,4,6.1
Bangalore,Koramangala,Evening,cloudy,Eve Teasing,4,0,2,71,39,216,3,4,6.13
Mumbai,Thane,Afternoon,sunny,Robbery,3,2,4,47,20,76,3,4,6.29
Bangalore,Yeshwanthpur,Afternoon,sunny,Burglary,7,1,5,45,30,42,8,7,6.61
Delhi,Pitampura,Night,stormy,Eve Teasing,6,1,2,17,39,263,0,9,7.97
Pune,Hadapsar,Morning,rainy,Burglary,9,4,1,8,26,62,5,7,5.35
Bangalore,Jayanagar,Morning,foggy,Robbery,0,0,4,27,42,244,1,9,7.84
Bangalore,Whitefield,Midnight,cloudy,Theft,5,2,6,74,18,119,5,3,5.98
Chennai,Porur,Night,sunny,Cyber Crime,1,1,1,38,15,261,6,8,7.3
Bangalore,Yeshwanthpur,Evening,stormy,Assault,3,4,1,45,44,249,2,7,7.35
Bangalore,HSR Layout,Evening,rainy,Mobile Theft,4,0,9,22,18,51,3,5,6.82
Hyderabad,Miyapur,Night,rainy,Vandalism,7,0,5,37,39,276,1,1,5.69
Pune,Wakad,Evening,cloudy,Carjacking,5,0,2,29,27,141,6,8,7.75
Delhi,Karol Bagh,Morning,sunny,Chain Snatching,1,1,2,56,21,250,8,5,6.35
Ahmedabad,Nikol,Evening,cloudy,Chain Snatching,4,1,4,21,29,224,4,7,7.54
Chennai,Guindy,Evening,cloudy,Assault,4,0,2,55,20,152,4,5,7.31
Hyderabad,Dilsukhnagar,Night,stormy,Eve Teasing,5,1,4,7,44,55,8,4,8.27
Kolkata,Barasat,Night,rainy,Chain Snatching,0,0,6,59,28,8,7,6,8.31
Pune,Pimpri,Evening,foggy,Cyber Crime,7,3,7,60,32,240,0,3,4.61
Delhi,Connaught Place,Afternoon,rainy,Fraud,2,1,6,39,18,163,1,9,6.66
Delhi,Vasant Kunj,Night,rainy,Chain Snatching,4,2,4,72,15,132,6,2,7.18
Kolkata,Salt Lake,Midnight,stormy,Robbery,6,1,3,63,43,80,2,6,8.94
Ahmedabad,Navrangpura,Midnight,foggy,Assault,2,0,4,63,17,134,5,1,7.4
Bangalore,HSR Layout,Morning,sunny,Vandalism,9,2,5,17,27,133,0,9,4.89
Hyderabad,Mehdipatnam,Evening,foggy,Assault,5,4,4,66,32,51,7,2,5.72
Mumbai,Kurla,Afternoon,sunny,Vandalism,4,2,3,51,43,201,1,0,3.26
Chennai,Guindy,Morning,foggy,Fraud,6,2,1,7,18,197,0,0,3.75
Mumbai,Mulund,Evening,cloudy,Mobile Theft,9,1,3,25,18,105,1,1,2.93
Kolkata,Salt Lake,Night,foggy,Chain Snatching,2,2,5,69,25,243,7,0,7.18
Delhi,Rohini,Midnight,stormy,Assault,1,2,6,22,28,232,9,1,8.91
Ahmedabad,Isanpur,Afternoon,sunny,Cyber Crime,3,0,4,17,39,13,4,0,4.58
Delhi,Dwarka,Midnight,rainy,Burglary,2,1,1,75,21,224,8,2,7.69
Chennai,Adyar,Night,stormy,Pickpocketing,3,0,7,49,43,210,2,8,9.29
Delhi,Connaught Place,Evening,sunny,Cyber Crime,6,1,9,66,17,200,7,8,7.31
Delhi,Rohini,Night,sunny,Fraud,4,4,6,34,21,164,3,7,6.89
Chennai,Mylapore,Night,rainy,Eve Teasing,3,2,6,79,22,48,6,8,8.31
Hyderabad,Mehdipatnam,Midnight,cloudy,Burglary,5,1,9,18,26,132,9,3,8.51
Hyderabad,Abids,Afternoon,stormy,Vandalism,6,2,4,57,21,69,9,7,6.72
Chennai,Chrompet,Night,rainy,Assault,4,2,5,14,38,118,7,4,8.22
Ahmedabad,Navrangpura,Midnight,rainy,Vandalism,6,3,5,76,30,138,2,3,5.61
Kolkata,Park Street,Afternoon,cloudy,Vandalism,2,0,5,35,44,242,2,3,5.16
